shopid,userid
91799978,805193&4885206&16268591&93356853&530390&60534684&74279962&87321781&530390&20144189&60534684&530390&20144189&60534684&95950183&530390&4004608&20144189&95950183&2369580&4004608&10137572&20144189&95950183&19590001&22225098&131631003&141270622&164965850&205933597&22225098&131631003&133347664&138124120&141270622&42635660&131631003&133347664&138124120&141270622&14831595&42635660&131631003&133347664&138124120&141270622&14668812&14831595&42635660&133347664&138124120&141270622&10771341&29928463&159422625&203576318&204169478&10771341&29928463&87907783&159422625&10771341&29928463&39191557&87907783&159422625&10771341&26824926&29928463&39191557&87907783&159422625&26824926&29928463&39191557&73977670&87907783&159422625&26824926&39191557&73977670&87907783&135512303&148360519&26824926&73977670&135512303&148360519&214426864&5114870&73977670&135512303&148360519&214426864&5114870&47793074&73977670&135512303&148360519&214426864&5114870&47793074&135512303&136023009&148360519&214426864&95623654&102970517&113489167&197526469&210544848&138226537&160671346&210544848&213627167&138226537&160671346&202426011&210544848&213627167&126731770&138226537&160671346&202426011&213627167&64804596&126731770&147494779&214486203&49367765&64804596&147494779&214486203&49367765&64804596&147494779&207755724&214486203&49367765&64804596&110939642&207755724&70300705&110939642&133908001&207755724&58428996&70300705&110939642&133908001&207755724&26433123&58428996&70300705&110939642&133908001&207755724&51861346&89250150&120174444&155002649&174906160&187928789&30837032&89250150&120174444&174906160&187928789&12943372&107306994&149736206&171103090&7313678&12943372&107306994&149736206&171103090&7313678&12943372&107306994&120242361&7313678&12943372&22715774&107306994&120242361&7313678&12943372&22715774&107306994&120242361&183437305&22715774&29269932&120242361&183437305&187405440&22715774&29269932&120242361&183093636&183437305&187405440&29269932&156502410&183093636&183437305&187405440&29269932&156502410&183093636&184105896&187405440&29269932&156502410&183093636&184105896&187405440&192015664&99928614&156502410&183093636&184105896&187405440&192015664&57823975&64807421&99928614&141911062&191653932&192015664&7012483&64807421&114658382&129074954&7012483&64807421&114658382&129074954&202899605&7012483&37603084&64807421&114658382&129074954&202899605&62238652&99525663&154209072&156441626&202724449&213172200&62238652&154209072&156441626&194215498&213172200&154209072&156441626&178495317&194215498&213172200&67749526&154209072&156441626&178495317&194215498&213172200&29355101&50262319&74166374&169813969&178647053&1386057&29355101&50262319&169813969&178647053&1386057&29355101&50262319&73103558&178647053&228567&1386057&29355101&50262319&73103558&178647053&228567&1386057&43470481&73103558&93659358&228567&43470481&73103558&93659358&214619985&228567&43470481&73103558&90854125&93659358&214619985&43470481&90854125&93659358&111093337&214619985&43470481&54737580&90854125&93659358&111093337&214619985&43470481&54737580&86359993&90854125&93659358&111093337&214619985&3987780&5433287&5981187&15101934&86359993&96320241&145732529&3881610&5433287&15101934&21501541&96320241&145732529&3881610&5433287&15101934&21501541&96320241&131071649&145732529&3881610&5433287&5984883&21501541&46415868&96320241&131071649&5188952&5984883&33013468&84818192&88772133&211319129&5188952&33013468&84818192&88772133&211319129&5188952&33013468&34229032&84818192&88772133&211319129&3784782&5188952&33013468&34229032&84818192&88772133&211319129&3784782&5188952&33013468&34229032&84818192&88772133&99525663&211319129&3784782&5188952&33013468&34229032&42320334&99525663&211319129&3784782&33013468&34229032&42320334&64995813&99525663&211319129&3784782&33013468&34229032&42320334&64995813&99525663&170583269&211319129&3784782&7592636&33013468&34229032&42320334&64995813&99525663&170583269&7592636&42320334&42884189&50711923&64995813&99525663&125806918&170583269&7592636&42884189&50711923&62962566&64995813&125806918&170583269&7592636&42884189&50711923&62962566&125806918&170583269&187635703&7592636&42884189&50711923&62962566&103944343&125806918&170583269&187635703&7592636&42884189&50711923&62962566&82963248&103944343&125806918&187635703&22735602&42884189&62962566&82963248&103944343&125806918&187635703&6152414&22735602&62962566&82963248&103944343&187635703&6152414&22735602&62962566&82963248&93904627&103944343&187635703&6152414&6233530&19988187&22735602&90238775&93904627&6152414&6233530&19988187&22735602&90238775&93904627&117708293&6152414&6233530&19988187&22735602&90238775&93904627&117708293&6152414&6233530&17842522&19988187&22735602&90238775&93904627&117708293&6152414&6233530&17842522&19988187&77629040&90238775&93904627&117708293&6152414&6233530&17842522&19307344&19988187&77629040&90238775&93904627&117708293&6233530&17842522&19307344&19988187&77629040&90238775&93904627&117708293&207250959&747529&6222886&50022446&64693328&69573393&73657742&120319039&158063092&188604387&747529&32219322&50022446&64693328&69573393&73657742&120319039&158063092&747529&32219322&50022446&64693328&69573393&73657742&100523698&120319039&158063092&747529&32219322&50022446&64693328&69573393&73657742&100523698&120319039&128737250&158063092&29075729&32219322&47507493&50022446&64693328&69573393&73657742&100523698&128737250&27242675&29075729&32219322&47507493&50022446&64693328&69573393&73657742&100523698&128737250&5044271&11476360&27242675&29075729&32219322&47507493&100523698&128737250&17843623&46857873&57623777&62039711&71532721&77824850&83571345&107137340&116323165&168737619&182256746&120056&17843623&46857873&57623777&62039711&71532721&77824850&83571345&107137340&116323165&168737619&182256746&1294116&33484267&39274753&42111376&42362243&75526351&81222515&103537862&123546450&170636187&171678007&187259465&192725653&212236236&1004461&1157891&3538134&3869243&24285600&32534209&75934017&79233900&79447777&85076241&125807908&166226216&169060864&214010844&355843&1004461&1157891&3538134&24285600&32534209&75934017&79233900&79447777&85076241&125807908&166226216&169060864&214010844&355843&1004461&1157891&2179665&3538134&24285600&32534209&75934017&79233900&79447777&85076241&125807908&166226216&169060864&214010844&355843&1004461&1157891&2179665&3538134&19632859&24285600&32534209&75934017&79233900&79447777&85076241&125807908&166226216&169060864&214010844&355843&1004461&1157891&2179665&3538134&19632859&24285600&32534209&75934017&79233900&79447777&85076241&125807908&166226216&169060864&206755454&214010844&355843&1004461&2179665&3538134&12917161&19632859&24285600&32534209&75934017&79233900&79447777&85076241&125807908&166226216&169060864&206755454&214010844&20113714&23992470&27304099&28493181&47945158&49013616&57857730&91546576&110752888&131855315&137877402&157390053&178090772&206680851&208564538&16993642&20113714&23992470&27304099&28493181&47945158&49013616&91546576&110752888&131855315&137877402&157390053&178090772&206680851&208564538&16993642&20113714&20215284&23992470&27304099&28493181&47945158&49013616&91546576&131855315&137877402&157390053&178090772&206680851&208564538&247137&16993642&20113714&20215284&23992470&27304099&28493181&47945158&49013616&91546576&131855315&137877402&157390053&178090772&206680851&208564538&247137&5660783&16993642&20113714&20215284&23992470&27304099&28493181&47945158&49013616&91546576&131855315&137877402&157390053&178090772&206680851&208564538&247137&5660783&16993642&20113714&20215284&23992470&27304099&28493181&47945158&91546576&131855315&137877402&157390053&206680851&208564538&247137&5660783&16993642&20113714&20215284&23992470&27304099&28493181&47945158&91546576&131855315&157390053&168816421&206680851&208564538
91864677,14349593&52773902&82969018&165253905&86465947&88386800&63712626&40600722
92514114,121249676&35572569&9681319&36415774&11990538
92524217,214603085&13382534&206299157&131523605&25069519&132458682
92566917,110687055&110687055&214398364&110687055&214398364&7498062&7883787&48628098&58482987&88800227&174613177&200951758&12511028&88800227&200951758&1482952&12511028&88800227&200951758&37825175&114448490&214488911&37825175&114448490&173436027&214488911&25804141&65418811&114448490&173436027&25804141&48599805&102140363&25804141&48599805&102140363&173272296&24044430&77754856&141242046&24044430&77754856&125473072&141242046&33143802&67970196&183568466&67970196&89599723&183568466&12347663&67970196&89599723&12347663&67970196&89599723&154923089&96653853&111443001&153847181&131380040&210617846&214629188&4868607&131380040&210617846&214629188&16543250&16823682&33745358&134908803&21091510&82275897&104980488&21091510&64905652&82275897&104980488&4024672&64905652&82275897&104980488&2231898&42926363&167000283&20709827&38539939&164268922&20709827&38539939&82602104&164268922&12862612&16047069&82602104&135315849&571689&4617119&12862612&16047069&571689&3082703&4617119&135049349&51780131&63185504&74303010&90645805&120298&68166247&77085201&120298&73018529&77085201&120298&73018529&77085201&214087262&59067703&113309921&132138717&39396585&59067703&113309921&39396585&59067703&113309921&125327346&1343930&164894887&200820084&1343930&43296453&200820084&1343930&43296453&148594898&99438412&198179185&210950004&65557043&99438412&198179185&210950004&5897495&65557043&99438412&210950004&1777100&5897495&65557043&99438412&1777100&5897495&65557043&99438412&1777100&5897495&11318079&65557043&99438412&1777100&5897495&11318079&164171265&269526&1777100&11318079&164171265&269526&11318079&164171265&166221072&269526&11318079&16752422&164171265&166221072&18937862&76398288&83492586&128430780&138198261&157044249&24555214&28482762&35438037&138198261&24555214&28482762&35438037&55375223&24555214&28482762&35438037&50429556&55375223&28482762&35438037&50429556&55375223&6877449&48184857&50429556&118211027&6877449&48184857&50429556&118211027&149115590&6877449&27188661&48184857&118211027&149115590&1014153&6877449&27188661&48184857&118211027&149115590&1014153&6877449&27188661&48184857&97350105&118211027&149115590&1014153&6877449&27188661&97350105&118211027&149115590&215054321&1014153&27188661&80807454&97350105&215054321&1014153&16508701&80807454&97350105&215054321&1001745&17085713&101859093&164914759&185382579&1001745&17085713&101859093&164914759&185382579&1001745&1441246&17085713&101859093&164914759&185382579&1001745&1441246&17085713&43661548&101859093&164914759&185382579&1441246&3018254&17085713&43661548&164914759&1441246&3018254&17085713&34939373&43661548&164914759&30695807&117098413&155834853&185197173&196065785&211871110&30695807&117098413&117935488&155834853&185197173&196065785&211871110&30695807&117098413&117935488&155834853&185197173&196065785&211377755&211871110&30695807&96331936&117098413&117935488&155834853&185197173&196065785&211377755&211871110&412247&30695807&96331936&117935488&150464782&155834853&196065785&211377755&211871110&412247&38961200&96331936&117935488&150464782&211377755&211871110&412247&1292533&12999083&38961200&96331936&150464782&412247&1292533&12999083&30349945&38961200&96331936&150464782&1292533&12999083&30349945&38961200&133747157&215305396&1292533&12999083&30349945&133747157&165207476&215305396&74900593&87374759&97168420&107240033&112239996&186080047&74900593&87374759&97168420&107240033&112239996&186080047&214297483&74900593&87374759&97168420&107240033&112239996&186080047&213710742&214297483&74900593&87374759&89747418&97168420&107240033&112239996&186080047&213710742&214297483&55997574&74900593&87374759&89747418&112239996&186080047&213710742&214297483&43633207&55997574&74900593&87374759&89747418&112239996&186080047&213710742&214297483&43633207&55997574&74900593&89747418&112239996&186080047&213710742&214297483&215457339&1002006&20394402&95513613&117056265&190243055&194823091&1002006&20394402&83757325&95513613&117056265&190243055&194823091
92567513,180117481&211354217&105440110&182890849&121467728&105364871&214876897&43909293&15101790&129631222&285983&129631222&1552651&215027859&1552651&89039943&215027859&27997221&89039943&1157111&75567323&1157111&126894316&817280&192616251&2144133&203112998&2144133&203112998&87099420&117432497&162868089&70164713&87099420&117432497&162868089&25140625&70164713&87099420&117432497
92727505,160914909&176066413&100677647&4709253&207188771&110233342&61777309&77893091&55537865&185964779&135563876&93635286&47480021
92727875,57001236&205765184&5216671&210112492&153411939&54196796
92775746,72885752&111589367&74998281&40848589&204110799&212166546&63006667&63006667&178868099&26483920&61821324&67546392&152894224&200358292&34205920&204288915&34205920&177616914&34205920&88907048&177616914&88907048&99133214&177616914&99401&65538958&158440769&65538958&88375736&158440769&62706450&65538958&88375736&158440769&62158881&154111000&176969151
92849569,5748016&142421914
92916214,73317150&1335570&2098589&44442879&157204972&144009627&111463506&59399777&134870918&195357827&29385349&106794047&31188332&3358578&69311942&215156680&84175506&114801563&95577509&176098824&45093438&52303413&67874293&26490250
92935577,96929547
93118317,9741019&87929312&88359003&126894316&139494462
93295101,84326140&111857620&14728872&214456459&193979607&111831405&93254071&36578843&3695680&117384726&204032667&63363619&126098433&193187370&2548413&208712662&94461155&201100407&64186988&7950045&168715081&557318&95399773&77021809&179658629&95500119&2222191&170499560&57166921&39834931&39834931&39834931&34988788&39834931&34988788&39283763&154802826
93358941,96594181&86814152&5931808&92654698&78871120&103520852&125649123&102863498&25960408&158091987&21248994&122296476&54993793&46695070&98248450&13487452&56380194&57129311&91773475&152043613&79419297&79419297&79419297&27702640&172783840&214435373&27702640&175820341&214435373&27702640&175820341&212742039&214435373&47529911&175820341&212742039&11389276&36304432&103343495&11389276&160617610&215492729
93363430,26288395&126507135&197730309&125155513&75863817&94420203&189778690&11940740&106782211&128706356&107001990&214823741&104394382&727801&15183979&118568109&184965750&202462&16452034&191533100&187381182&111589883&83720164&2973390&2973390&2973390&194796440&117021124&197987571&124537994&175656707&18991713&175656707&18991713&21555097&175656707
93906301,163674994&1257260&156962937&11892593&165749167&111415023&112336556&173730897&65648817&78040066&215361528&126557394&134675965
93950227,198371813&161285032&153541668&209851212&1813677&151749104&65263896&88953288&95703687
93950878,1902431&177433143&213975472&172818896&18374622&155162601&79642798&68936845&79642798&44865581&68936845&44865581&107759238&25338042&157501545&110863365&173618378&103695259&110863365&173618378&167227052&183359558&16996136&167227052&183359558&8836682&86403659&8836682&86403659&153538082&46983666&152575293&46983666&110016388&152575293&11131542&66379158&11131542&66379158&96672615&96672615&103547482&123791104&118949978&151499732&118949978&151499732&209384055&61380141&118949978&209384055&56257484&200055785&1244152&56257484&200055785&1442132&28265780&117802056&34396923&64444170&73937225&175512621&44567481&73937225&175512621&100290135&173780574&189737891&206558732&12576169&189737891&206558732&50145241&180160633&163115176&180160633&14338105&163115176&180160633
93951158,35816783&197056247
93951228,21646617&160680121
93952227,207968478&211595227&167793086&143596385&101850859&261935&182950632&76327876&637853&159348282&209234522&138130264&141740353&632833&68367318&4577746&134370951&80655891&116384395&26238502&59569769&206337223&756014&94248233
93952314,181067770&189350318&71363736&173757729&96393676
94036983,84800616&111783570&215418762
94154189,15826134
94323897,112184334&113840050&120484195&120484195
95137178,213157052&418586&160186219&55131462&190819204&55131462&190819204&211332952&56282831&155465410&26207890&108410995&168153344&196622646
95138046,157321348&21032386&21032386&21032386&175209748&2980390&85660265&2980390&85660265&211166728&48030686&81193191&14652984&81193191&14652984&81193191&183838197&89827670&206119196&152984755&206119196&26173421&157924608&48030686&136464609&42710728&48030686&136464609&14522622&42710728&48030686&14522622&27371400&105127568&27371400&136966802&187712301&3762661&105127568&1975443&56837873&67570340&1975443&56837873&67570340&212954431&1975443&145154221&212954431&1975443&145154221&171414642&212954431&54173905&145154221&171414642&212954431&54173905&145154221&171414642&196575391&12866397&171510100&196575391&25990121&67097921&206280557&25990121&67097921&109992648&206280557&17186575&93121833&125474155&1583203&176166619&211070596&1583203&44243957&176166619&211070596
95138572,195636583&3629347&21450064&133076932&50490044&214300753
95139064,121838876&116117314&12999083&33575862&33575862&189834273&33575862&189834273
95193063,91385686&136676105&195206158&129154162&55036955&50726277&36545796&85686305&158755715&158755715&39274753&100685957&77029171&93243437&19017541&77029171&1073409&122829570&31923437&175502613
95230207,118757980&75620177&207648708&2301891&58599969&20887331&92295262&46043904&111470853&8730541&124806154&188131809&211411223&149773145&125437633&82069805&187275219&9781041&3447402&5335582&10347833&536221
95236751,39620305&179364046&214331788&68877455&142911136&47424107&108130223&174608253
95302322,45553702
95458810,43068693&60739767&177239649&6591287&7510069
95506527,290731&290731
95507102,4498780&171979027&186054050&156327525&210870725&14026524&198667190&158430088
95524736,74597205&132526419&203125538&92047297&84982924&158416481&109799260
95526512,473219&65242361&105388538&4173653&215117633&159769262&101947082&7350253&169690753&177960195
95570154,132941911&215271125&215141222&78237159&190834725
95709421,81476880
95757774,193634410&28901276&102637874&50353118&169191618&106846493
95868154,34182523&75183241&88784670&181814785&91020848&59613648&18926037&120162570&83729&181814785
96460204,193338089&12053431&39283763
96540289,109943722
96555082,89312509&34329226&215301164
96555792,15821354&160931294&153689093&1373193&119492284&113008361&175275882&108181418
96558159,156722497&213725844&40443379&33999477&35755703&24367444&82538384&174929875&136600064&10515703&9860482&36948942&170513590&62841444&32081723&9432525&88165550&202154989&13939748&140334850&731791&731791&124597967&731791&124597967&731791&124597967&188281834&32423089&78862923&153422681&181157860
96558236,14058488&102273758&83498405&63721240&14980198&342627&111547209&212198691&58387683&195662682&8107891&197256155&79205475
96573613,35374416
96573864,11062779&22532045&942952&14993405&62495033&28991337&29177639&162494222&13929816&53626372&117109154&117109154&117109154&183243169&139034663&183243169&54939316&201940287&35908528&54939316&201940287&35908528&54939316&76905043&56253454&76905043&56253454&66200072&76905043&48376027&147434915&64560738&129803860&18257403&47153693&175829142&200008582&106971721&140679121&88103014&115581143&157690517&200957409&55443428&157690517&5435107&171477179&5435107&171477179&181385415&5435107&77978351&181385415&14691988&190728548&14691988&23804697&190728548
